,depth,node_lat,node_lng
676,6,-4.0,71.0
677,6,-4.0,75.0
678,6,-4.0,101.0
679,6,-4.0,103.0
680,6,-4.0,63.0
681,6,-3.0,65.0
682,6,-4.0,70.0
683,6,-3.0,82.0
684,6,-3.0,101.0
685,6,-3.0,57.0
686,6,-4.0,60.0
687,6,-2.0,64.0
688,6,-2.0,71.0
689,6,-4.0,74.0
690,6,-2.0,74.0
691,6,-4.0,76.0
692,6,-4.0,79.0
693,6,-2.0,51.0
694,6,-2.0,79.0
695,6,-1.0,79.0
696,6,-3.0,83.0
697,6,-2.0,84.0
698,6,-1.0,88.0
699,6,5.0,57.0
700,6,8.0,57.0
701,6,8.0,79.0
702,6,7.0,82.0
703,6,7.0,59.0
704,6,8.0,64.0
705,6,9.0,80.0
706,6,10.0,82.0
707,6,9.0,86.0
708,6,9.0,81.0
709,6,11.0,82.0
710,6,9.0,84.0
711,6,10.0,86.0
712,6,11.0,80.0
713,6,11.0,83.0
714,6,11.0,92.0
715,6,11.0,94.0
716,6,13.0,82.0
717,6,12.0,92.0
718,6,13.0,84.0
719,6,14.0,83.0
720,6,14.0,89.0
721,6,13.0,89.0
722,6,13.0,91.0
723,6,12.0,95.0
724,6,15.0,83.0
725,6,15.0,90.0
726,6,14.0,93.0
727,6,15.0,70.0
728,6,16.0,71.0
729,6,14.0,80.0
730,6,15.0,82.0
731,6,16.0,85.0
732,6,16.0,87.0
733,6,16.0,90.0
734,6,17.0,81.0
735,6,17.0,87.0
736,6,16.0,68.0
737,6,17.0,84.0
738,6,18.0,84.0
739,6,18.0,85.0
740,6,17.0,86.0
741,6,18.0,87.0
742,6,17.0,85.0
743,6,19.0,85.0
744,6,19.0,87.0
745,6,19.0,84.0
746,6,20.0,88.0
747,6,19.0,88.0
748,7,-15.0,45.0
749,7,-13.0,104.0
750,7,-13.0,108.0
751,7,-15.0,108.0
752,7,-13.0,109.0
753,7,-12.0,44.0
754,7,-12.0,104.0
755,7,-13.0,107.0
756,7,-13.0,110.0
757,7,-11.0,96.0
758,7,-12.0,99.0
759,7,-12.0,100.0
760,7,-11.0,108.0
761,7,-12.0,109.0
762,7,-10.0,99.0
763,7,-10.0,101.0
764,7,-12.0,103.0
765,7,-10.0,103.0
766,7,-10.0,105.0
767,7,-11.0,107.0
768,7,-12.0,110.0
769,7,-10.0,118.0
770,7,-11.0,43.0
771,7,-11.0,99.0
772,7,-11.0,101.0
773,7,-11.0,104.0
774,7,-11.0,105.0
775,7,-11.0,110.0
776,7,-9.0,118.0
777,7,-10.0,48.0
778,7,-8.0,96.0
779,7,-9.0,100.0
780,7,-8.0,43.0
781,7,-9.0,47.0
782,7,-9.0,51.0
783,7,-7.0,96.0
784,7,-9.0,98.0
785,7,-6.0,45.0
786,7,-8.0,45.0
787,7,-7.0,51.0
788,7,-8.0,52.0
789,7,-7.0,52.0
790,7,-5.0,52.0
791,7,-7.0,53.0
792,7,-4.0,49.0
793,7,-4.0,53.0
794,7,-5.0,60.0
795,7,-6.0,80.0
796,7,-6.0,81.0
797,7,-6.0,89.0
798,7,-6.0,92.0
799,7,-4.0,60.0
800,7,-5.0,63.0
801,7,-5.0,80.0
802,7,-4.0,80.0
803,7,-2.0,78.0
804,7,-4.0,81.0
805,7,-4.0,84.0
806,7,-4.0,88.0
807,7,-1.0,62.0
808,7,-1.0,72.0
809,7,-1.0,73.0
810,7,-3.0,78.0
811,7,-3.0,80.0
812,7,-1.0,83.0
813,7,-3.0,99.0
814,7,-2.0,64.0
815,7,-2.0,72.0
816,7,1.0,53.0
817,7,2.0,55.0
818,7,3.0,50.0
819,7,2.0,52.0
820,7,3.0,47.0
821,7,4.0,48.0
822,7,2.0,50.0
823,7,3.0,49.0
824,7,4.0,51.0
825,7,4.0,50.0
826,7,4.0,53.0
827,7,5.0,50.0
828,7,5.0,52.0
829,7,6.0,48.0
830,7,7.0,50.0
831,7,7.0,51.0
832,7,8.0,53.0
833,7,7.0,58.0
834,7,9.0,51.0
835,7,10.0,63.0
836,7,15.0,66.0
837,7,16.0,87.0
838,7,14.0,90.0
839,7,16.0,92.0
840,7,15.0,91.0
841,7,16.0,84.0
842,7,16.0,88.0
843,7,15.0,88.0
844,7,16.0,90.0
845,7,17.0,89.0
846,7,18.0,89.0
847,7,18.0,90.0
848,7,17.0,92.0
