year,month,lat,lng,probability
0,6,13,136,0.00137
0,6,13,137,0.00121
0,6,13,138,0.00094
0,6,13,139,0.00061
0,6,13,140,0.00138
0,6,13,141,0.00027
0,6,13,142,0.00026
0,6,13,144,0.00035
0,6,13,145,0.00052
0,6,13,146,0.00027
0,6,13,147,0.00031
0,6,14,124,0.00036
0,6,14,125,0.00137
0,6,14,126,0.00128
0,6,14,127,0.00120
0,6,14,128,0.00053
0,6,14,129,0.00163
0,6,14,130,0.00086
0,6,14,131,0.00037
0,6,14,132,0.00890
0,6,14,133,0.00051
0,6,14,134,0.00084
0,6,14,135,0.00081
0,6,14,136,0.00076
0,6,14,137,0.00083
0,6,14,138,0.00066
0,6,14,139,0.00076
0,6,14,140,0.00211
0,6,14,141,0.00093
0,6,14,143,0.00025
0,6,14,144,0.00032
0,6,15,125,0.00038
0,6,15,126,0.00055
0,6,15,127,0.00056
0,6,15,128,0.00383
0,6,15,129,0.00109
0,6,15,130,0.00042
0,6,15,131,0.00046
0,6,15,132,0.00993
0,6,15,133,0.00049
0,6,15,134,0.00067
0,6,15,135,0.00072
0,6,15,136,0.00057
0,6,15,137,0.00049
0,6,15,138,0.00032
0,6,15,139,0.00062
0,6,15,142,0.00063
0,6,15,143,0.00027
0,6,15,146,0.00032
0,6,16,123,0.00077
0,6,16,124,0.00035
0,6,16,125,0.00034
0,6,16,126,0.00038
0,6,16,127,0.00216
0,6,16,128,0.00621
0,6,16,129,0.00435
0,6,16,130,0.00063
0,6,16,131,0.00036
0,6,16,132,0.00082
0,6,16,133,0.00045
0,6,16,134,0.00070
0,6,16,135,0.00071
0,6,16,136,0.00034
0,6,16,139,0.00033
0,6,16,140,0.00057
0,6,16,141,0.00061
0,6,16,142,0.00036
0,6,16,143,0.00032
0,6,16,144,0.00038
0,6,16,146,0.00028
0,6,17,123,0.00055
0,6,17,124,0.00026
0,6,17,125,0.00333
0,6,17,126,0.00067
0,6,17,127,0.00071
0,6,17,128,0.00062
0,6,17,129,0.00568
0,6,17,130,0.00082
0,6,17,131,0.00047
0,6,17,132,0.00043
0,6,17,136,0.00034
0,6,17,137,0.00036
0,6,17,139,0.00067
0,6,17,140,0.00030
0,6,17,141,0.00027
0,6,17,142,0.00035
0,6,17,143,0.00037
0,6,17,144,0.00027
0,6,17,145,0.00033
0,6,18,123,0.00066
0,6,18,124,0.00420
0,6,18,125,0.00554
0,6,18,126,0.00057
0,6,18,127,0.00367
0,6,18,128,0.00063
0,6,18,129,0.00066
0,6,18,130,0.00072
0,6,18,131,0.00042
0,6,18,132,0.00045
0,6,18,135,0.00029
0,6,18,136,0.00043
0,6,18,137,0.00048
0,6,18,139,0.00027
0,6,18,145,0.00028
0,6,18,147,0.00025
0,6,19,122,0.00049
0,6,19,123,0.00037
0,6,19,124,0.00089
0,6,19,128,0.00028
0,6,19,129,0.00026
0,6,19,130,0.00026
0,6,19,131,0.00028
0,6,19,137,0.00037
0,6,20,122,0.00091
0,6,20,123,0.00026
0,6,20,126,0.00039
0,6,20,127,0.00038
0,6,20,130,0.00050
0,6,20,131,0.00030
0,6,20,142,0.00040
0,6,20,143,0.00027
0,6,21,121,0.00030
0,6,21,122,0.00069
0,6,21,123,0.00026
0,6,21,125,0.00036
0,6,21,129,0.00026
0,6,21,130,0.00030
0,6,21,131,0.00027
0,6,21,144,0.00028
0,6,22,123,0.00028
0,6,22,124,0.00026
0,6,22,125,0.00043
0,6,22,128,0.00039
0,6,22,129,0.00046
0,6,22,130,0.00027
0,6,22,131,0.00032
0,6,23,125,0.00063
0,6,23,127,0.00029
0,6,23,128,0.00027
0,6,24,126,0.00038
0,6,25,126,0.00038
0,8,-17,109,0.00035
0,8,-17,110,0.00040
0,8,-17,111,0.00039
0,8,-17,112,0.00036
0,8,-17,113,0.00052
0,8,-17,114,0.00038
0,8,-16,105,0.00030
0,8,-16,106,0.00047
0,8,-16,107,0.00037
0,8,-16,108,0.00036
0,8,-16,109,0.00053
0,8,-16,110,0.00033
0,8,-16,112,0.00041
0,8,-16,113,0.00044
0,8,-16,114,0.00049
0,8,-16,115,0.00061
0,8,-16,116,0.00047
0,8,-15,104,0.00028
0,8,-15,106,0.00026
0,8,-15,107,0.00047
0,8,-15,108,0.00052
0,8,-15,109,0.00033
0,8,-15,110,0.00042
0,8,-15,111,0.00032
0,8,-15,112,0.00031
0,8,-15,113,0.00044
0,8,-15,114,0.00048
0,8,-15,115,0.00036
0,8,-15,116,0.00056
0,8,-14,98,0.00063
0,8,-14,99,0.00065
0,8,-14,105,0.00026
0,8,-14,106,0.00030
0,8,-14,110,0.00036
0,8,-14,111,0.00046
0,8,-14,112,0.00038
0,8,-14,113,0.00043
0,8,-14,114,0.00026
0,8,-14,115,0.00043
0,8,-14,116,0.00031
0,8,-14,162,0.00026
0,8,-13,106,0.00030
0,8,-13,109,0.00044
0,8,-13,110,0.00032
0,8,-13,111,0.00040
0,8,-13,112,0.00053
0,8,-13,113,0.00048
0,8,-13,114,0.00062
0,8,-13,115,0.00054
0,8,-13,116,0.00075
0,8,-13,117,0.00030
0,8,-12,100,0.00041
0,8,-12,109,0.00043
0,8,-12,110,0.00084
0,8,-12,111,0.00064
0,8,-12,112,0.00041
0,8,-12,113,0.00052
0,8,-12,114,0.00025
0,8,-12,115,0.00025
0,8,-12,116,0.00033
0,8,-12,117,0.00059
0,8,-12,118,0.00071
0,8,-12,119,0.00027
0,8,-11,111,0.00042
0,8,-11,112,0.00029
0,8,-11,114,0.00028
0,8,-11,115,0.00025
0,8,-11,116,0.00045
0,8,-11,117,0.00037
0,8,-11,118,0.00088
0,8,-11,119,0.00043
0,8,-11,120,0.00034
0,8,-11,121,0.00026
0,8,-11,122,0.00035
0,8,-10,118,0.00045
0,8,-10,119,0.00028
